Id,SalePrice
1461,231100.14057171295
1462,139005.58987916942
1463,172278.91424297477
1464,182091.15838231955
1465,198469.0837602747
1466,153312.03631151922
1467,234041.4798940043
1468,165076.23802824237
1469,214552.84377372995
1470,178299.11515284993
1471,281586.18907418975
1472,50874.48431884528
1473,50115.34383350506
1474,142129.4565672055
1475,148986.52338648585
1476,292562.7244720659
1477,283430.83692981605
1478,287929.6196633457
1479,329523.7446940262
1480,363880.46262648
1481,260041.02179456083
1482,211998.7173404514
1483,187576.42304903042
1484,188251.6685199323
1485,203496.77013151773
1486,174061.96487236625
1487,308292.9109214636
1488,238882.77902165987
1489,275994.6462508497
1490,273542.108400208
1491,157833.59287084622
1492,205031.77749535392
1493,202816.73695905105
1494,242540.86323524368
1495,252003.44628733766
1496,230359.79615795126
1497,181878.56633250823
1498,189839.3437257414
1499,172912.2267649149
1500,175318.0319963164
1501,171514.31924751744
1502,169554.12334048763
1503,332868.2494136109
1504,222510.61034753785
1505,262130.71619879868
1506,194156.14613822874
1507,208533.91251479802
1508,196855.6524051973
1509,165253.92473482882
1510,212307.5796885593
1511,209039.70780013004
1512,216720.52090830784
1513,180747.62272483672
1514,223329.02753677432
1515,262053.35352311836
1516,124445.22958862295
1517,220761.29420485906
1518,115120.32177501134
1519,252457.9193303947
1520,161400.28313489893
1521,157897.20321825854
1522,222757.08053008275
1523,140771.0308144597
1524,193436.05470788208
1525,147765.97462544352
1526,62005.87359542935
1527,256788.93594088242
1528,205668.98979355942
1529,197152.70903771173
1530,245709.80504906137
1531,144677.5438899178
1532,137345.8714372268
1533,213323.84907021624
1534,197635.41479334864
1535,181751.17405829896
1536,88316.59964783717
1537,172919.49027254386
1538,185576.2316007436
1539,248723.28249651805
1540,14065.535050413193
1541,168180.15958206967
1542,302975.89361106214
1543,205851.835013595
1544,167457.81508863744
1545,120581.09298475947
1546,205492.59327446917
1547,146779.3522684355
1548,164745.29997473073
1549,202082.3259945606
1550,127176.82745914615
1551,98029.07441836302
1552,162598.82202665415
1553,160870.98224500092
1554,164582.65307299732
1555,152923.370964812
1556,108471.95022010016
1557,42379.25162480853
1558,99598.23723107706
1559,58798.60275281723
1560,163782.62296552578
1561,167574.1297215417
1562,243223.46006694532
1563,173142.9221252114
1564,209628.83286009345
1565,153604.40645117508
1566,330353.68540523504
1567,121375.7291440679
1568,244679.54867362912
1569,152945.5647986726
1570,209543.523084164
1571,292594.97264410683
1572,218468.4152251003
1573,293664.80670963647
1574,207570.6850270992
1575,283556.6828214581
1576,258949.10529064617
1577,227969.0361253516
1578,188029.03970378556
1579,193005.59594283596
1580,180956.82239609156
1581,253560.2138691018
1582,197047.97044750277
1583,285872.77246458764
1584,178869.75244638452
1585,183454.75062382186
1586,236965.97626675392
1587,187280.8677508137
1588,198997.9306188918
1589,158121.0598817265
1590,162215.21875738344
1591,120545.44530879211
1592,175156.3874278001
1593,144549.87000626244
1594,165856.59368577332
1595,56971.396857313826
1596,191430.0365583395
1597,156164.42823869528
1598,238018.65243749248
1599,207480.46095165535
1600,172484.2114412808
1601,165925.8520093307
1602,134343.31280568408
1603,272616.52928580425
1604,233003.81221255223
1605,220835.16863275087
1606,202715.49914526998
1607,160434.96201563504
1608,245291.7100100933
1609,230705.42925732082
1610,178357.05114194358
1611,160374.8785220162
1612,228866.760308523
1613,221656.16486837738
1614,229971.811054073
1615,105124.6964253658
1616,76956.40225337712
1617,124642.391212763
1618,249812.7921673688
1619,211452.4218819481
1620,143646.83595141396
1621,173794.12999454568
1622,134756.7445730819
1623,305276.91713764233
1624,226085.76335181348
1625,131542.22168262905
1626,195461.85659101926
1627,169237.59758928613
1628,184124.96261160853
1629,192839.73323605795
1630,274670.10126855486
1631,211073.3317680594
1632,226495.18081866193
1633,184429.57459886823
1634,187103.58024270632
1635,173781.84534185872
1636,189257.7868186885
1637,231927.5332222361
1638,179764.38471022784
1639,211217.71879937412
1640,188430.68440935801
1641,221473.24219124258
1642,285255.17300850793
1643,230348.79220105577
1644,196450.15106003697
1645,229762.0901565848
1646,209146.9303405931
1647,172971.26230649638
1648,189398.47994924328
1649,199414.26998385982
1650,199193.8717004555
1651,254666.43944815427
1652,60224.6485091776
1653,69591.58423100214
1654,138418.1757897658
1655,173105.60522382078
1656,127508.65030649814
1657,154457.97764166835
1658,138770.33755672027
1659,169788.8208087177
1660,296431.2344248434
1661,288243.2108953581
1662,344699.33472390426
1663,346594.1586183068
1664,489127.88453773316
1665,307369.012268994
1666,329613.0580794873
1667,379023.1519626902
1668,410428.26475172455
1669,338516.647493353
1670,335617.2904725998
1671,287596.97176566935
1672,362601.1786476952
1673,225411.13522315744
1674,278012.23162353074
1675,220010.9331512526
1676,234846.37428894828
1677,231615.49297453277
1678,367751.90506234614
1679,349928.1354463899
1680,301906.93527938373
1681,256927.33367435314
1682,287154.47361467563
1683,212707.54214773217
1684,159901.89010669276
1685,175327.9951853376
1686,193462.09562518328
1687,208711.22898580978
1688,174028.42952626437
1689,168094.05296569885
1690,187712.0254471591
1691,187480.97251189794
1692,197838.5974427971
1693,182363.8993557138
1694,191437.36137503447
1695,198050.94045782968
1696,243935.0567659511
1697,206889.728496541
1698,269500.1631795275
1699,305153.58226962556
1700,246592.26427590844
1701,234923.75597701082
1702,197872.10405653407
1703,210709.67664393687
1704,269038.4102971449
1705,216402.2393454906
1706,409931.21785794164
1707,253359.73094775702
1708,243933.93832229316
1709,260125.53991462436
1710,255828.42037639418
1711,242430.9218170405
1712,268777.32497326634
1713,327469.4500036734
1714,215640.25290899244
1715,220825.70300846998
1716,240521.651402677
1717,223209.06432089812
1718,182574.92634669662
1719,164432.5668551257
1720,267425.7206359054
1721,233737.13550303358
1722,197695.0046351931
1723,248169.44101596542
1724,252861.87284043911
1725,199584.52043843328
1726,174681.84709591971
1727,128546.4788574658
1728,182526.8792940581
1729,179254.35653102866
1730,188640.60941137534
1731,171465.82312061577
1732,205347.132624301
1733,143264.5872780604
1734,227822.0119758575
1735,245819.44941005713
1736,152796.90973491195
1737,340889.81633287366
1738,292084.6033274912
1739,181216.2513888984
1740,256426.85128041613
1741,257733.3866084874
1742,175879.7094636189
1743,181583.6456192568
1744,363125.28727913304
1745,188992.02648759438
1746,216575.31576591724
1747,172095.2135951385
1748,227382.56588537557
1749,175954.3654926428
1750,146737.81295205146
1751,237669.18327390007
1752,187783.1802314746
1753,189391.0505426099
1754,170700.1577570097
1755,176520.40282855404
1756,243901.9405620622
1757,179082.83975583638
1758,213715.57616350643
1759,220927.88799741483
1760,255640.42064277225
1761,219530.80584354373
1762,166320.04453516484
1763,187669.241179291
1764,154500.6138508649
1765,161199.0358210744
1766,225172.96193427974
1767,312385.64905849437
1768,176155.0992196989
1769,181386.13270359766
1770,233327.3548780769
1771,189618.77737994763
1772,156967.7397173885
1773,178678.40865252863
1774,125955.51781209407
1775,192551.78517263426
1776,169875.22751975528
1777,148403.90928237617
1778,258413.91570382082
1779,211454.25210114146
1780,203208.88124823634
1781,137232.36055581743
1782,156120.9102677029
1783,197563.47857888017
1784,172858.37966325527
1785,187183.95715546948
1786,496176.9329242549
1787,185624.37551553416
1788,126366.79958516362
1789,171919.26816977045
1790,155879.6797394121
1791,131918.46997774162
1792,197309.67518903213
1793,144191.99974303675
1794,281931.7772133596
1795,154456.3842726442
1796,253927.22696841724
